loan_id,loan_date,borrower_segment,requested_amount,duration_months,declared_monthly_income,upi_30d_inflow,upi_90d_inflow,upi_transaction_count,upi_stability_score,utility_on_time_ratio,utility_missed_payment_count,telecom_recharge_regularity,gst_turnover,gst_filing_regularity,ecommerce_settlement_amount,ecommerce_settlement_stability,mobility_usage_consistency,income_volatility,repayment_outcome_known,repayment_default_target,data_provenance
9002387,1997-10-07,gig_worker,68555.66,6,55016.07,18246.62,54739.85,142,0.9324,0.8336,1,0.6141,0.0,0.1781,0.0,0.4203,0.5762,0.0344,True,0,SYNTHETIC_SHOWCASE_ONLY
9002388,1997-11-17,informal_worker,52064.59,18,37222.43,11439.52,34318.57,207,0.5709,0.6094,2,0.7098,0.0,0.2829,0.0,0.2433,0.9386,0.3217,True,1,SYNTHETIC_SHOWCASE_ONLY
9002389,1997-10-12,small_merchant,58609.05,12,27567.1,11322.64,33967.92,119,0.393,0.6373,0,0.7417,84111.93,0.9129,23991.07,0.4951,0.493,0.6703,True,1,SYNTHETIC_SHOWCASE_ONLY
9002390,1997-05-13,first_time_borrower,144921.94,24,36327.57,14750.21,44250.64,39,0.7341,0.7779,0,0.7643,0.0,0.3886,0.0,0.3646,0.4901,0.2892,True,0,SYNTHETIC_SHOWCASE_ONLY
9002391,1995-04-10,gig_worker,141245.13,24,31741.07,12563.9,37691.69,216,0.7936,0.5592,1,0.7066,0.0,0.2034,0.0,0.0941,0.928,0.1239,True,0,SYNTHETIC_SHOWCASE_ONLY
9002392,1993-12-18,gig_worker,104735.18,18,33217.03,9624.83,28874.49,152,0.8136,0.7962,0,0.8781,0.0,0.0971,0.0,0.2114,0.6874,0.2336,True,0,SYNTHETIC_SHOWCASE_ONLY
9002393,1996-02-01,small_merchant,27847.49,24,25353.24,10279.49,30838.48,230,0.9504,0.9093,0,0.8832,67362.82,0.5887,14509.53,0.4231,0.713,0.0504,True,0,SYNTHETIC_SHOWCASE_ONLY
9002394,1994-02-08,gig_worker,38718.6,18,19994.2,6278.07,18834.2,249,0.8873,0.8125,0,0.9448,0.0,0.2264,0.0,0.2803,0.861,0.2727,True,0,SYNTHETIC_SHOWCASE_ONLY
9002395,1995-05-14,informal_worker,104202.86,9,23840.13,6909.88,20729.63,29,0.8641,0.8155,2,0.9218,0.0,0.5043,0.0,0.2144,0.68,0.0928,True,1,SYNTHETIC_SHOWCASE_ONLY
9002396,1996-04-12,small_merchant,26577.39,24,12482.09,2594.98,7784.94,232,0.8264,0.8145,1,0.4552,21026.27,0.9293,6830.6,0.634,0.9224,0.1474,True,0,SYNTHETIC_SHOWCASE_ONLY
9002397,1997-09-25,gig_worker,44140.04,36,41944.18,14734.79,44204.37,22,0.5447,0.7702,0,0.6834,0.0,0.3302,0.0,0.2837,0.5058,0.4492,True,0,SYNTHETIC_SHOWCASE_ONLY
9002398,1994-06-12,small_merchant,29855.83,6,15476.55,4117.56,12352.69,233,0.6038,0.768,0,0.5885,33077.69,0.7398,21587.49,0.3628,0.6273,0.4126,True,1,SYNTHETIC_SHOWCASE_ONLY
9002399,1994-04-05,first_time_borrower,104660.7,12,25222.44,7958.58,23875.74,116,0.8093,0.8387,0,0.6926,0.0,0.134,0.0,0.1994,0.4243,0.2457,True,0,SYNTHETIC_SHOWCASE_ONLY
9002400,1996-09-03,informal_worker,105909.64,18,38216.45,14340.56,43021.68,78,0.9729,0.7988,1,0.5703,0.0,0.2069,0.0,0.3631,0.6573,0.0,True,0,SYNTHETIC_SHOWCASE_ONLY
9002401,1993-01-12,small_merchant,56761.46,12,41892.84,10910.9,32732.71,79,0.4746,0.9281,1,0.7956,106975.63,0.9638,702.85,0.5049,0.7879,0.582,True,1,SYNTHETIC_SHOWCASE_ONLY
9002402,1995-11-01,gig_worker,23599.72,18,11945.7,3011.18,9033.53,200,0.7723,0.7867,1,0.5779,0.0,0.2473,0.0,0.2735,0.4464,0.2034,True,0,SYNTHETIC_SHOWCASE_ONLY
9002403,1996-09-24,gig_worker,128489.75,18,26792.38,11013.75,33041.26,256,0.562,0.9776,0,0.8466,0.0,0.2149,0.0,0.2478,0.5306,0.4674,True,0,SYNTHETIC_SHOWCASE_ONLY
9002404,1995-10-03,first_time_borrower,87305.88,24,34913.79,13649.42,40948.27,42,0.7266,0.764,0,0.6061,0.0,0.2513,0.0,0.3595,0.8602,0.4411,True,0,SYNTHETIC_SHOWCASE_ONLY
9002405,1994-12-03,informal_worker,73005.24,6,28707.9,5448.11,16344.32,253,0.4634,0.9582,0,0.7892,0.0,0.4031,0.0,0.4491,0.8537,0.4857,True,1,SYNTHETIC_SHOWCASE_ONLY
9002406,1997-02-21,small_merchant,67974.62,12,53375.96,20744.63,62233.9,45,0.8382,0.7585,0,0.7917,142607.22,0.8771,2777.65,0.5935,0.3547,0.0927,True,0,SYNTHETIC_SHOWCASE_ONLY
9002407,1994-11-09,first_time_borrower,36614.53,24,18873.09,5510.31,16530.94,92,0.805,0.8762,0,0.8077,0.0,0.1747,0.0,0.3924,0.7472,0.1032,True,0,SYNTHETIC_SHOWCASE_ONLY
9002408,1996-07-21,gig_worker,43819.57,12,10471.58,1924.81,5774.43,141,0.7516,0.8053,1,0.5928,0.0,0.2779,0.0,0.3688,0.8124,0.1153,True,1,SYNTHETIC_SHOWCASE_ONLY
9002409,1995-04-28,informal_worker,167698.13,18,41312.33,10617.47,31852.4,145,0.7067,0.7387,0,0.591,0.0,0.4557,0.0,0.034,0.5792,0.2051,True,0,SYNTHETIC_SHOWCASE_ONLY
9002410,1993-02-18,gig_worker,54442.82,6,21636.96,8552.88,25658.64,65,0.7431,0.8134,1,0.9121,0.0,0.4015,0.0,0.1635,0.6421,0.3021,True,1,SYNTHETIC_SHOWCASE_ONLY
9002411,1995-08-27,gig_worker,54559.06,12,12038.44,2984.41,8953.24,122,0.8566,0.7544,1,0.6853,0.0,0.1331,0.0,0.1513,0.538,0.1385,True,0,SYNTHETIC_SHOWCASE_ONLY
9002412,1993-04-01,small_merchant,58984.83,12,25948.62,8618.0,25853.99,133,0.9218,0.7147,1,0.813,112834.66,0.7994,1812.43,0.5758,0.8964,0.0333,True,0,SYNTHETIC_SHOWCASE_ONLY
9002413,1997-08-27,small_merchant,222554.02,12,50545.42,16498.73,49496.2,101,0.6535,0.4586,2,0.7792,151496.12,0.9529,23546.76,0.7348,0.5756,0.3989,True,1,SYNTHETIC_SHOWCASE_ONLY
9002414,1996-01-04,first_time_borrower,11282.3,24,15269.28,3023.11,9069.32,195,0.4687,0.76,0,0.7203,0.0,0.1785,0.0,0.4481,0.844,0.3797,True,0,SYNTHETIC_SHOWCASE_ONLY
9002415,1994-11-11,small_merchant,182833.77,18,85925.67,19457.93,58373.79,158,0.6086,0.9277,0,0.9066,239317.52,0.8345,26295.3,0.6163,0.6899,0.4819,True,0,SYNTHETIC_SHOWCASE_ONLY
9002416,1995-06-07,informal_worker,81697.31,24,18728.03,7704.57,23113.72,244,0.4963,0.7668,0,0.6361,0.0,0.2415,0.0,0.1396,0.8743,0.4956,True,0,SYNTHETIC_SHOWCASE_ONLY
9002417,1996-02-05,informal_worker,133293.73,24,29194.19,11866.67,35600.01,92,0.8572,0.9668,0,0.7031,0.0,0.2478,0.0,0.1449,0.2758,0.1249,True,0,SYNTHETIC_SHOWCASE_ONLY
9002418,1994-04-21,informal_worker,61265.63,12,15596.1,2934.21,8802.64,109,0.9307,0.7584,1,0.6554,0.0,0.2316,0.0,0.502,0.6722,0.1304,True,1,SYNTHETIC_SHOWCASE_ONLY
9002419,1994-06-11,first_time_borrower,101331.28,6,28564.87,9151.15,27453.44,127,0.451,0.8232,1,0.763,0.0,0.2074,0.0,0.1232,0.8712,0.5054,True,1,SYNTHETIC_SHOWCASE_ONLY
9002420,1995-02-04,small_merchant,109978.16,24,26258.92,8629.42,25888.25,252,0.6716,0.6399,3,0.8803,41059.1,0.7464,32160.58,0.7788,0.7707,0.328,True,1,SYNTHETIC_SHOWCASE_ONLY
9002421,1994-04-18,small_merchant,50864.06,12,13697.97,3610.35,10831.05,84,0.4011,0.7638,0,0.7555,60142.68,0.8954,13140.59,0.8976,0.4638,0.6017,True,1,SYNTHETIC_SHOWCASE_ONLY
9002422,1996-10-15,gig_worker,186810.6,12,108701.05,28238.08,84714.23,233,0.9465,0.9288,0,0.6874,0.0,0.0965,0.0,0.511,0.4328,0.101,True,0,SYNTHETIC_SHOWCASE_ONLY
9002423,1993-07-09,gig_worker,58530.41,9,22074.93,6819.08,20457.24,249,0.4048,0.7068,1,0.7671,0.0,0.1755,0.0,0.2559,0.5959,0.8058,True,1,SYNTHETIC_SHOWCASE_ONLY
9002424,1997-02-18,first_time_borrower,77451.55,24,22084.2,5853.48,17560.44,214,0.8665,0.9861,0,0.9032,0.0,0.3273,0.0,0.4626,0.7534,0.1378,True,0,SYNTHETIC_SHOWCASE_ONLY
9002425,1994-09-29,small_merchant,142054.7,12,44582.51,14778.8,44336.41,213,0.8152,0.7366,0,0.7032,57269.41,0.9531,41385.7,0.4653,0.7599,0.3262,True,0,SYNTHETIC_SHOWCASE_ONLY
9002426,1995-10-22,small_merchant,300000.0,9,66889.82,21243.75,63731.25,13,0.3344,0.9705,0,0.7714,267958.41,0.7192,71225.78,0.5312,0.5152,0.6356,True,0,SYNTHETIC_SHOWCASE_ONLY
9002427,1993-10-16,gig_worker,129094.39,18,48081.34,16867.53,50602.58,138,0.5497,0.7037,0,0.7926,0.0,0.1863,0.0,0.4809,0.8904,0.3881,True,0,SYNTHETIC_SHOWCASE_ONLY
9002428,1994-12-05,small_merchant,21758.35,24,15731.07,3817.16,11451.47,34,0.6328,0.8347,1,0.5752,29446.42,0.8682,14009.77,0.5365,0.7085,0.5281,True,0,SYNTHETIC_SHOWCASE_ONLY
9002429,1996-10-09,informal_worker,47911.79,12,31027.71,5885.41,17656.23,66,0.6587,0.7223,2,0.8355,0.0,0.3226,0.0,0.0908,0.7485,0.3221,True,0,SYNTHETIC_SHOWCASE_ONLY
9002430,1994-05-10,gig_worker,49058.53,24,11349.18,2841.43,8524.3,64,0.7853,0.958,0,0.54,0.0,0.1444,0.0,0.2894,0.7355,0.2481,True,0,SYNTHETIC_SHOWCASE_ONLY
9002431,1993-08-30,informal_worker,27555.14,12,43164.7,11800.02,35400.06,42,0.7182,0.7337,0,0.8928,0.0,0.2762,0.0,0.1482,0.5032,0.2819,True,0,SYNTHETIC_SHOWCASE_ONLY
9002432,1995-08-12,informal_worker,56508.88,12,12772.75,5118.73,15356.18,249,0.5937,0.9073,0,0.5691,0.0,0.0497,0.0,0.3787,0.7188,0.3932,True,1,SYNTHETIC_SHOWCASE_ONLY
9002433,1993-10-24,informal_worker,16082.97,12,19042.4,4932.27,14796.82,127,0.672,0.7276,1,0.4604,0.0,0.0693,0.0,0.056,0.3228,0.3014,True,0,SYNTHETIC_SHOWCASE_ONLY
9002434,1994-07-29,gig_worker,64952.43,9,27957.0,10218.71,30656.13,110,0.6633,0.8102,0,0.6032,0.0,0.4682,0.0,0.1661,0.8301,0.2469,True,0,SYNTHETIC_SHOWCASE_ONLY
9002435,1995-04-03,informal_worker,142857.7,12,34667.67,9930.55,29791.65,264,0.7308,0.8708,0,0.65,0.0,0.334,0.0,0.2051,0.6456,0.227,True,1,SYNTHETIC_SHOWCASE_ONLY
9002436,1995-10-28,gig_worker,59128.66,24,24703.77,9021.16,27063.49,22,0.7004,0.8348,1,0.9141,0.0,0.2732,0.0,0.3198,0.7076,0.3693,True,0,SYNTHETIC_SHOWCASE_ONLY
9002437,1996-03-13,small_merchant,244888.86,9,58053.48,22150.71,66452.12,94,0.2225,0.8671,0,0.7447,71559.98,0.5871,82526.41,0.7728,0.5941,0.7606,True,1,SYNTHETIC_SHOWCASE_ONLY
9002438,1996-05-20,informal_worker,41257.95,36,39621.01,11039.28,33117.84,225,0.7758,0.3809,3,0.3913,0.0,0.4214,0.0,0.241,0.6403,0.1998,True,1,SYNTHETIC_SHOWCASE_ONLY
9002439,1997-03-22,informal_worker,108773.43,9,38155.59,9813.38,29440.13,173,0.7476,0.6388,3,0.419,0.0,0.279,0.0,0.2246,0.838,0.3596,True,1,SYNTHETIC_SHOWCASE_ONLY
9002440,1993-05-01,gig_worker,49086.15,12,15519.42,3301.75,9905.25,68,0.7019,0.8292,0,0.836,0.0,0.3066,0.0,0.1104,0.6009,0.2743,True,0,SYNTHETIC_SHOWCASE_ONLY
9002441,1994-10-24,first_time_borrower,286109.23,18,63301.0,23563.95,70691.86,174,0.873,0.8883,0,0.8113,0.0,0.4825,0.0,0.2312,0.6204,0.216,True,0,SYNTHETIC_SHOWCASE_ONLY
9002442,1993-01-02,gig_worker,19270.91,24,19043.64,4042.54,12127.62,234,0.7264,0.5291,3,0.8852,0.0,0.6471,0.0,0.4456,0.7088,0.2379,True,1,SYNTHETIC_SHOWCASE_ONLY
9002443,1993-01-18,informal_worker,134735.53,9,64471.6,14173.04,42519.12,142,0.8424,0.5165,1,0.6546,0.0,0.0754,0.0,0.7558,0.8403,0.1176,True,0,SYNTHETIC_SHOWCASE_ONLY
9002444,1994-01-23,first_time_borrower,258771.23,9,73910.74,28036.16,84108.47,232,0.8254,0.8715,0,0.8373,0.0,0.0888,0.0,0.5256,0.7629,0.1895,True,0,SYNTHETIC_SHOWCASE_ONLY
9002445,1995-12-29,small_merchant,175896.93,18,35811.88,9828.41,29485.22,83,0.8343,0.7411,0,0.9049,158787.3,0.8888,35079.01,0.5145,0.5384,0.2027,True,0,SYNTHETIC_SHOWCASE_ONLY
9002446,1997-06-22,informal_worker,199077.48,12,45950.78,15764.65,47293.96,28,0.8171,0.6447,0,0.7445,0.0,0.2825,0.0,0.304,0.5117,0.1471,True,0,SYNTHETIC_SHOWCASE_ONLY
9002447,1996-11-13,informal_worker,30272.05,18,7000.0,2355.56,7066.68,270,0.9741,0.5519,1,0.4252,0.0,0.4495,0.0,0.1148,0.8326,0.1243,True,0,SYNTHETIC_SHOWCASE_ONLY
9002448,1996-03-26,informal_worker,73322.37,24,25498.08,4940.21,14820.63,166,0.8961,0.8024,0,0.7953,0.0,0.1468,0.0,0.1724,0.5857,0.0574,True,0,SYNTHETIC_SHOWCASE_ONLY
9002449,1996-11-21,informal_worker,146513.85,6,47524.44,10134.52,30403.55,241,0.5031,0.8161,0,0.6866,0.0,0.3616,0.0,0.6238,0.2408,0.51,True,1,SYNTHETIC_SHOWCASE_ONLY
9002450,1993-11-10,informal_worker,191044.21,24,43639.79,8847.24,26541.72,16,0.8059,0.6952,2,0.7711,0.0,0.2246,0.0,0.2961,0.4676,0.2347,True,1,SYNTHETIC_SHOWCASE_ONLY
9002451,1997-03-14,gig_worker,69014.26,6,15591.68,5149.47,15448.4,101,0.8751,0.9374,0,0.9131,0.0,0.3467,0.0,0.6179,0.6681,0.1705,True,1,SYNTHETIC_SHOWCASE_ONLY
9002452,1997-06-14,informal_worker,100433.65,24,24318.03,8738.51,26215.54,133,0.4877,0.9171,2,0.7693,0.0,0.1771,0.0,0.1749,0.8072,0.487,True,1,SYNTHETIC_SHOWCASE_ONLY
9002453,1993-06-23,gig_worker,34821.73,36,8287.51,2627.33,7881.98,144,0.4162,0.7852,1,0.8454,0.0,0.2125,0.0,0.2584,0.738,0.5212,True,0,SYNTHETIC_SHOWCASE_ONLY
9002454,1995-05-09,first_time_borrower,152614.11,18,34139.02,6989.13,20967.4,106,0.6892,0.6342,1,0.6491,0.0,0.0615,0.0,0.1103,0.5931,0.3724,True,1,SYNTHETIC_SHOWCASE_ONLY
9002455,1997-02-24,gig_worker,12479.65,36,11338.53,4117.09,12351.26,14,0.7132,0.6816,1,0.4447,0.0,0.4819,0.0,0.1551,0.8417,0.2411,True,0,SYNTHETIC_SHOWCASE_ONLY
9002456,1995-05-20,gig_worker,90935.19,24,48174.69,9532.15,28596.44,100,0.6926,0.9865,0,0.5156,0.0,0.4125,0.0,0.3732,0.8161,0.3599,True,0,SYNTHETIC_SHOWCASE_ONLY
9002457,1997-03-15,first_time_borrower,241798.85,6,49398.12,17873.29,53619.86,177,0.8246,0.7486,2,0.7033,0.0,0.0871,0.0,0.0251,0.4844,0.0969,True,1,SYNTHETIC_SHOWCASE_ONLY
9002458,1997-09-05,gig_worker,66828.21,6,22298.26,8983.08,26949.24,128,0.7014,0.9414,0,0.7937,0.0,0.5096,0.0,0.0268,0.6704,0.2679,True,1,SYNTHETIC_SHOWCASE_ONLY
9002459,1995-05-17,small_merchant,49497.3,6,35960.35,9288.5,27865.51,38,0.9511,0.7044,0,0.7664,95154.53,0.9206,38520.79,0.7529,0.8778,0.0,True,0,SYNTHETIC_SHOWCASE_ONLY
9002460,1993-04-19,informal_worker,70980.61,12,25229.08,4989.04,14967.12,144,0.3564,0.8185,1,0.6721,0.0,0.1846,0.0,0.5089,0.7278,0.592,True,1,SYNTHETIC_SHOWCASE_ONLY
9002461,1994-09-13,gig_worker,108225.12,18,31447.53,9998.39,29995.17,119,0.7214,0.9271,0,0.6585,0.0,0.1298,0.0,0.6844,0.6791,0.1881,True,0,SYNTHETIC_SHOWCASE_ONLY
9002462,1994-01-28,gig_worker,68516.04,18,16143.54,3790.56,11371.69,161,0.8493,0.8882,0,0.9499,0.0,0.329,0.0,0.4142,0.5211,0.1856,True,0,SYNTHETIC_SHOWCASE_ONLY
9002463,1995-05-16,small_merchant,157555.0,18,37750.58,12061.39,36184.16,120,0.9656,0.4432,2,0.7691,55601.49,0.9914,467.01,0.7871,0.8468,0.0,True,0,SYNTHETIC_SHOWCASE_ONLY
9002464,1995-12-06,gig_worker,10401.05,12,12736.04,4856.21,14568.64,238,0.7154,0.8845,0,0.5255,0.0,0.1169,0.0,0.3139,0.981,0.3295,True,1,SYNTHETIC_SHOWCASE_ONLY
9002465,1995-04-28,gig_worker,30193.33,6,11632.91,2502.87,7508.61,171,0.6848,0.6263,2,0.8736,0.0,0.0734,0.0,0.3225,0.6169,0.2932,True,1,SYNTHETIC_SHOWCASE_ONLY
9002466,1993-12-23,gig_worker,18235.04,12,26408.31,6266.97,18800.92,86,0.6349,0.4923,1,0.7195,0.0,0.2586,0.0,0.0184,0.9001,0.3505,True,1,SYNTHETIC_SHOWCASE_ONLY
9002467,1994-07-04,small_merchant,114049.92,36,25300.08,9163.28,27489.85,243,0.9297,0.7678,4,0.7902,52289.64,0.6607,7935.75,0.6975,0.7351,0.0909,True,1,SYNTHETIC_SHOWCASE_ONLY
9002468,1996-05-25,small_merchant,43562.67,12,31909.68,10634.73,31904.19,181,0.7532,0.6541,0,0.7437,115432.03,0.8046,35139.88,0.604,0.5541,0.2832,True,0,SYNTHETIC_SHOWCASE_ONLY
9002469,1993-02-19,gig_worker,68664.8,12,20500.33,4289.39,12868.17,79,0.5838,0.43,1,0.6957,0.0,0.306,0.0,0.3861,0.2401,0.4647,True,1,SYNTHETIC_SHOWCASE_ONLY
9002470,1994-01-26,informal_worker,215334.15,9,69223.23,12783.4,38350.21,142,0.7376,0.8406,1,0.8885,0.0,0.2707,0.0,0.4419,0.4019,0.3343,True,1,SYNTHETIC_SHOWCASE_ONLY
9002471,1997-06-18,informal_worker,101387.56,36,30243.91,10036.75,30110.26,71,0.9445,0.6868,1,0.9915,0.0,0.4711,0.0,0.2973,0.8086,0.0,True,0,SYNTHETIC_SHOWCASE_ONLY
9002472,1993-07-01,gig_worker,96409.37,12,31311.57,8792.52,26377.55,12,0.8365,0.9359,2,0.9783,0.0,0.3346,0.0,0.5596,0.387,0.1891,True,0,SYNTHETIC_SHOWCASE_ONLY
9002473,1995-01-28,small_merchant,115382.95,18,30780.36,6934.89,20804.66,237,0.5949,0.9199,0,0.7973,105779.87,0.787,3666.32,0.3718,0.6183,0.3027,True,0,SYNTHETIC_SHOWCASE_ONLY
9002474,1994-01-13,first_time_borrower,152020.96,6,45313.33,11881.13,35643.39,262,0.7584,0.7894,0,0.795,0.0,0.3644,0.0,0.1875,0.9014,0.1747,True,1,SYNTHETIC_SHOWCASE_ONLY
9002475,1993-07-11,informal_worker,36818.87,6,36917.76,14603.81,43811.42,94,0.5764,0.7285,1,0.5511,0.0,0.0656,0.0,0.1209,0.8349,0.4899,True,1,SYNTHETIC_SHOWCASE_ONLY
9002476,1995-02-11,small_merchant,76636.55,24,34617.98,13122.94,39368.83,22,0.7977,0.9341,0,0.9546,144422.06,0.4664,5534.38,0.7224,0.664,0.1451,True,0,SYNTHETIC_SHOWCASE_ONLY
9002477,1995-08-11,small_merchant,119792.15,18,39864.13,12477.69,37433.08,147,0.9285,0.7912,2,0.7717,164459.73,0.6526,58786.86,0.661,0.7917,0.0607,True,0,SYNTHETIC_SHOWCASE_ONLY
9002478,1993-11-18,gig_worker,23685.26,24,11662.63,3338.11,10014.33,23,0.7669,0.789,1,0.6352,0.0,0.2478,0.0,0.139,0.5473,0.2748,True,0,SYNTHETIC_SHOWCASE_ONLY
9002479,1993-05-23,informal_worker,46856.14,12,11875.98,4427.19,13281.57,57,0.7176,0.6114,0,0.7925,0.0,0.2325,0.0,0.7088,0.8337,0.22,True,0,SYNTHETIC_SHOWCASE_ONLY
9002480,1993-09-03,first_time_borrower,53958.66,36,26996.21,9953.55,29860.64,159,0.9252,0.9591,0,0.6846,0.0,0.4774,0.0,0.5192,0.9212,0.0,True,0,SYNTHETIC_SHOWCASE_ONLY
9002481,1996-04-04,first_time_borrower,108131.49,18,25465.41,8470.91,25412.74,133,0.8053,0.9394,1,0.3212,0.0,0.4971,0.0,0.338,0.8732,0.2144,True,0,SYNTHETIC_SHOWCASE_ONLY
9002482,1997-04-20,gig_worker,46069.6,36,36985.03,12129.05,36387.16,218,0.7114,0.6488,1,0.7131,0.0,0.611,0.0,0.2854,0.4649,0.2313,True,0,SYNTHETIC_SHOWCASE_ONLY
9002483,1993-11-26,small_merchant,112666.49,9,28270.32,9734.85,29204.55,114,0.805,0.7817,0,0.8084,49886.92,0.9817,32671.76,0.6631,0.568,0.1095,True,0,SYNTHETIC_SHOWCASE_ONLY
9002484,1994-08-09,gig_worker,52098.47,12,37021.53,12450.14,37350.42,57,0.1878,0.8705,1,0.6614,0.0,0.0942,0.0,0.4557,0.6612,0.8456,True,1,SYNTHETIC_SHOWCASE_ONLY
9002485,1994-09-20,small_merchant,45016.12,12,15399.25,5031.79,15095.38,176,0.9086,0.4637,4,0.8188,41116.47,0.7975,21708.77,0.7148,0.4055,0.2147,True,1,SYNTHETIC_SHOWCASE_ONLY
9002486,1994-10-21,small_merchant,55999.05,24,27855.96,8697.26,26091.77,110,0.5739,0.9173,0,0.6373,56387.52,0.7392,7216.63,0.6467,0.5023,0.3303,True,0,SYNTHETIC_SHOWCASE_ONLY
9002487,1994-03-23,informal_worker,50075.32,24,14709.55,4448.34,13345.02,255,0.9096,0.7348,1,0.565,0.0,0.4251,0.0,0.0649,0.8464,0.0667,True,0,SYNTHETIC_SHOWCASE_ONLY
9002488,1993-04-11,gig_worker,51785.78,18,33713.43,8340.1,25020.3,44,0.9306,0.882,0,0.6988,0.0,0.0906,0.0,0.1718,0.5817,0.0,True,0,SYNTHETIC_SHOWCASE_ONLY
9002489,1995-08-17,first_time_borrower,46598.42,6,11366.01,4294.27,12882.8,113,0.7544,0.9404,1,0.898,0.0,0.2101,0.0,0.1735,0.5218,0.2532,True,1,SYNTHETIC_SHOWCASE_ONLY
9002490,1994-10-15,gig_worker,103382.29,9,33095.37,6700.93,20102.8,220,0.7453,0.7309,0,0.8863,0.0,0.1724,0.0,0.2249,0.6272,0.1816,True,1,SYNTHETIC_SHOWCASE_ONLY
9002491,1994-09-17,gig_worker,66566.27,6,13833.38,4668.77,14006.32,188,0.6135,0.8641,0,0.7209,0.0,0.5701,0.0,0.244,0.4737,0.3145,True,1,SYNTHETIC_SHOWCASE_ONLY
9002492,1994-04-29,first_time_borrower,86920.95,24,23292.03,8374.2,25122.59,13,0.7082,0.985,0,0.9156,0.0,0.2935,0.0,0.2576,0.5392,0.2405,True,0,SYNTHETIC_SHOWCASE_ONLY
9002493,1997-08-24,informal_worker,140799.42,12,43024.5,9358.37,28075.1,199,0.5738,0.983,0,0.8715,0.0,0.2183,0.0,0.5035,0.4584,0.3571,True,0,SYNTHETIC_SHOWCASE_ONLY
9002494,1996-01-20,small_merchant,132670.07,9,31228.99,6197.72,18593.17,203,0.6991,0.9013,0,0.873,76935.44,0.9739,36657.27,0.6012,0.8182,0.2627,True,1,SYNTHETIC_SHOWCASE_ONLY
9002495,1995-02-04,informal_worker,19909.51,12,12708.71,2579.44,7738.32,210,0.76,0.4732,3,0.6456,0.0,0.1403,0.0,0.4702,0.7203,0.2464,True,1,SYNTHETIC_SHOWCASE_ONLY
9002496,1994-01-11,gig_worker,68616.54,6,20276.36,6640.68,19922.04,32,0.8122,0.9007,0,0.9298,0.0,0.2441,0.0,0.1482,0.7875,0.1348,True,0,SYNTHETIC_SHOWCASE_ONLY
9002497,1997-01-02,gig_worker,31568.23,36,13620.05,2716.45,8149.36,146,0.5463,0.8485,1,0.7316,0.0,0.2848,0.0,0.3374,0.8754,0.4569,True,0,SYNTHETIC_SHOWCASE_ONLY
9002498,1997-06-11,small_merchant,48070.43,12,12412.7,3046.44,9139.31,224,0.5256,0.6914,0,0.9746,26938.15,0.5282,6884.74,0.6601,0.3913,0.5322,True,1,SYNTHETIC_SHOWCASE_ONLY
9002499,1993-03-01,small_merchant,20965.93,36,29626.9,6641.01,19923.03,216,0.5,0.7369,1,0.9682,59790.53,0.7067,14888.63,0.5426,0.4671,0.4738,True,0,SYNTHETIC_SHOWCASE_ONLY
9002500,1997-08-25,informal_worker,90938.69,24,36640.26,10237.81,30713.43,70,0.8524,0.8297,1,0.6325,0.0,0.0418,0.0,0.3601,0.6624,0.0422,True,0,SYNTHETIC_SHOWCASE_ONLY
9002501,1996-07-01,gig_worker,119956.1,18,34594.52,13472.22,40416.67,13,0.8918,0.7644,0,0.8925,0.0,0.4815,0.0,0.1601,0.7659,0.1805,True,0,SYNTHETIC_SHOWCASE_ONLY
9002502,1993-07-02,informal_worker,98222.64,12,37392.32,9051.06,27153.17,137,0.7175,0.7373,0,0.6972,0.0,0.075,0.0,0.5811,0.8262,0.3188,True,1,SYNTHETIC_SHOWCASE_ONLY
9002503,1996-10-07,informal_worker,45855.19,24,27840.37,8491.02,25473.05,247,0.8533,0.7529,0,0.6724,0.0,0.2297,0.0,0.3636,0.3516,0.195,True,0,SYNTHETIC_SHOWCASE_ONLY
9002504,1993-07-16,gig_worker,64906.23,24,24556.52,7874.38,23623.14,107,0.8846,0.9243,1,0.8812,0.0,0.4355,0.0,0.0818,0.4197,0.0657,True,0,SYNTHETIC_SHOWCASE_ONLY
9002505,1993-04-03,gig_worker,72584.15,6,16728.79,3969.33,11908.0,86,0.743,0.9221,1,0.715,0.0,0.0413,0.0,0.2386,0.7839,0.2552,True,1,SYNTHETIC_SHOWCASE_ONLY
9002506,1993-07-30,small_merchant,34231.17,36,22668.27,6987.63,20962.9,119,0.8286,0.7518,0,0.8053,81998.44,0.7134,26323.12,0.7126,0.4878,0.1287,True,0,SYNTHETIC_SHOWCASE_ONLY
9002507,1995-04-20,informal_worker,32899.63,12,14849.37,5211.54,15634.61,240,0.9348,0.5934,2,0.5749,0.0,0.4574,0.0,0.362,0.7421,0.1566,True,0,SYNTHETIC_SHOWCASE_ONLY
9002508,1996-02-06,informal_worker,92519.72,12,18662.67,3447.0,10340.99,205,0.8571,0.4178,2,0.7075,0.0,0.3821,0.0,0.1695,0.5047,0.1362,True,1,SYNTHETIC_SHOWCASE_ONLY
9002509,1995-01-14,informal_worker,134895.93,12,29221.05,5398.34,16195.01,117,0.5753,0.7979,0,0.5778,0.0,0.1127,0.0,0.316,0.823,0.3886,True,1,SYNTHETIC_SHOWCASE_ONLY
